0.199654,0.907444,0.442842,0.615122,0.943158,0.797487,0.283201,0.224226,0.366159,0.454425,0.175166,0.510770,0.163761,0.184605,0.892340,0.776869,0.457495,0.807670,0.076931,0.370794,0.776702,0.996295,0.224386,0.340985,0.111598,0.050800
0.815015,0.531529,0.599858,0.983038,0.495325,0.779238,0.010970,0.225469,0.828261,0.952424,0.369499,0.009907,0.032664,0.673643,0.102650,0.740006,0.942824,0.904319,0.702976,0.345047,0.752307,0.590132,0.775298,0.717503,0.753171,0.563858
0.772965,0.102834,0.235611,0.974015,0.161259,0.420793,0.415466,0.969417,0.000392,0.210154,0.751663,0.926627,0.643040,0.595437,0.850658,0.008272,0.773691,0.728534,0.196161,0.909007,0.457052,0.460757,0.187822,0.306534,0.046571,0.592963
0.925145,0.296490,0.871054,0.728203,0.192465,0.869914,0.261683,0.319313,0.194409,0.873014,0.290674,0.077948,0.511552,0.275194,0.108220,0.445767,0.320865,0.731854,0.739005,0.597971,0.797772,0.626413,0.968314,0.542697,0.305523,0.387274
0.599305,0.013966,0.034201,0.718718,0.402929,0.153433,0.408958,0.237333,0.415710,0.843064,0.700951,0.159854,0.110937,0.211923,0.654716,0.675766,0.940947,0.105298,0.328986,0.937506,0.980432,0.426646,0.721428,0.555561,0.552640,0.283781
0.614705,0.715699,0.538674,0.238346,0.992627,0.755368,0.346431,0.200441,0.230067,0.741852,0.691013,0.819139,0.841265,0.853329,0.622005,0.550763,0.767689,0.311795,0.868435,0.088415,0.831549,0.851620,0.165771,0.467310,0.928932,0.341092
0.014888,0.967624,0.080357,0.729008,0.081332,0.606066,0.571244,0.400035,0.089381,0.003950,0.503764,0.672340,0.650240,0.339713,0.544608,0.964716,0.761829,0.789855,0.993091,0.050939,0.266483,0.786149,0.190564,0.000785,0.074385,0.494675
0.642745,0.268938,0.950807,0.159457,0.790008,0.779969,0.067811,0.508247,0.977319,0.457331,0.518029,0.921924,0.418258,0.585926,0.377939,0.415941,0.914815,0.904015,0.260743,0.412719,0.484012,0.131196,0.174269,0.105399,0.520874,0.169145
0.104081,0.561332,0.370028,0.405396,0.679683,0.197038,0.503929,0.451495,0.577918,0.231083,0.346751,0.453100,0.634946,0.454717,0.018766,0.616848,0.138711,0.147674,0.181106,0.388746,0.823801,0.426948,0.506877,0.771082,0.309664,0.080965
0.730406,0.977921,0.450568,0.012441,0.008895,0.893087,0.479358,0.245385,0.470269,0.497077,0.476663,0.974940,0.973872,0.957223,0.836947,0.583432,0.347616,0.493995,0.541672,0.348204,0.683779,0.528622,0.316762,0.181813,0.878628,0.879034
0.154710,0.861521,0.334609,0.000769,0.347020,0.976399,0.390889,0.670769,0.094284,0.688010,0.407160,0.670356,0.069042,0.640024,0.768314,0.791066,0.001076,0.347576,0.839405,0.018883,0.373558,0.021743,0.631731,0.901116,0.128737,0.713727
0.865288,0.057109,0.729177,0.188037,0.861727,0.970110,0.632945,0.268102,0.939081,0.318629,0.691541,0.768975,0.717880,0.452996,0.987927,0.890790,0.762625,0.393933,0.786758,0.963273,0.035980,0.439026,0.491991,0.144889,0.313913,0.006055
0.852917,0.270227,0.025901,0.586006,0.942864,0.890639,0.107585,0.978958,0.842399,0.200747,0.985450,0.954960,0.431240,0.877952,0.488763,0.045445,0.069126,0.440092,0.774896,0.908417,0.233266,0.649324,0.568365,0.370004,0.705341,0.771377
0.135920,0.932285,0.955833,0.741998,0.602790,0.387197,0.677338,0.122033,0.794441,0.647535,0.283990,0.533102,0.851455,0.663785,0.413052,0.835586,0.353111,0.849067,0.437374,0.250826,0.367508,0.640911,0.830733,0.520737,0.447954,0.435594
0.648898,0.239709,0.920694,0.735789,0.409354,0.757993,0.747855,0.562424,0.833592,0.747664,0.161525,0.844687,0.193137,0.329661,0.277598,0.371485,0.992476,0.121165,0.178497,0.874265,0.766373,0.563401,0.290402,0.754068,0.577863,0.266090
0.900495,0.181858,0.726786,0.990501,0.925947,0.794911,0.336559,0.342420,0.603758,0.480537,0.001500,0.894521,0.512105,0.935776,0.080711,0.657465,0.330168,0.251185,0.676862,0.868055,0.406236,0.801667,0.047107,0.643990,0.570842,0.970102
0.529150,0.018773,0.662226,0.641135,0.245368,0.633189,0.561998,0.430110,0.385443,0.974103,0.912385,0.622226,0.655538,0.926062,0.120915,0.715063,0.229747,0.248445,0.784154,0.537901,0.467232,0.837356,0.197922,0.800943,0.008919,0.077158
0.110571,0.990821,0.817799,0.577909,0.603683,0.785539,0.820432,0.243517,0.882383,0.203229,0.148587,0.890766,0.318553,0.921376,0.868558,0.244073,0.277077,0.217933,0.608609,0.084471,0.708646,0.504509,0.476734,0.936522,0.940633,0.345568
0.670350,0.462576,0.428794,0.981838,0.501691,0.339667,0.472201,0.756838,0.405227,0.847450,0.038996,0.004116,0.155556,0.243788,0.551280,0.203650,0.101638,0.625670,0.446478,0.624239,0.462528,0.153458,0.855730,0.607630,0.779845,0.207737
0.665868,0.110548,0.678080,0.848331,0.483631,0.485835,0.292006,0.910704,0.793777,0.328717,0.797778,0.570909,0.292075,0.735851,0.312029,0.099464,0.704703,0.384597,0.701351,0.228724,0.593334,0.153030,0.588458,0.972853,0.239219,0.715938
0.221419,0.565111,0.775620,0.655532,0.807715,0.608419,0.953260,0.877293,0.291654,0.513913,0.346011,0.777269,0.795388,0.603007,0.387736,0.140701,0.183785,0.985668,0.538332,0.815772,0.094764,0.153389,0.754568,0.269231,0.289580,0.331353
0.536312,0.853923,0.664338,0.346784,0.961093,0.104251,0.588739,0.461432,0.990751,0.338794,0.999666,0.155562,0.404555,0.620847,0.532782,0.903585,0.485632,0.197151,0.998820,0.642466,0.871794,0.817999,0.684528,0.313797,0.870278,0.975996
0.966308,0.479860,0.710113,0.186695,0.445545,0.822633,0.882274,0.527402,0.140894,0.805823,0.682401,0.544650,0.291151,0.630795,0.584275,0.806815,0.255162,0.174504,0.347224,0.929214,0.085197,0.060655,0.460156,0.941932,0.997937,0.513417
0.033040,0.821646,0.807093,0.712288,0.685400,0.608195,0.908370,0.704764,0.873633,0.980496,0.480198,0.650821,0.624015,0.885125,0.927690,0.943483,0.131737,0.089990,0.798734,0.818207,0.546221,0.647466,0.608997,0.123903,0.540808,0.658507
0.341781,0.268885,0.879878,0.527762,0.735730,0.902886,0.770174,0.438477,0.574967,0.859666,0.539639,0.713500,0.385130,0.084662,0.087235,0.315816,0.436053,0.431151,0.848734,0.213422,0.800045,0.954964,0.010126,0.445136,0.618983,0.259511
0.105318,0.595180,0.837043,0.114084,0.499668,0.971020,0.658920,0.416456,0.575489,0.515634,0.850847,0.108641,0.690067,0.108930,0.805268,0.337312,0.546070,0.151309,0.540763,0.209484,0.733668,0.884043,0.880121,0.352152,0.655162,0.090442
0.548408,0.213170,0.187132,0.963658,0.896885,0.514161,0.976215,0.217963,0.086958,0.847773,0.503072,0.642456,0.838886,0.587782,0.022200,0.288366,0.633648,0.344035,0.619597,0.813129,0.919475,0.640443,0.654911,0.778325,0.321635,0.163644
0.385038,0.841471,0.973454,0.619116,0.983419,0.803701,0.106827,0.423651,0.470605,0.870136,0.309612,0.020173,0.179769,0.598464,0.737693,0.855950,0.733704,0.724083,0.618228,0.369797,0.564403,0.564119,0.835017,0.324460,0.031887,0.096868
0.444455,0.200549,0.673627,0.633314,0.557728,0.204710,0.497489,0.611035,0.200009,0.645594,0.623412,0.823403,0.667687,0.004718,0.284498,0.889435,0.291695,0.429386,0.797095,0.092662,0.084000,0.923880,0.921760,0.371163,0.993296,0.652504
0.629499,0.906107,0.790537,0.804112,0.550498,0.811770,0.412095,0.247272,0.350646,0.001553,0.433002,0.406815,0.899403,0.610640,0.739759,0.158009,0.411075,0.286827,0.601203,0.248955,0.144647,0.495703,0.354832,0.412908,0.273349,0.117840
0.696695,0.976467,0.545237,0.168744,0.756200,0.873623,0.598105,0.168213,0.194359,0.434497,0.545389,0.417469,0.590914,0.685604,0.097321,0.708186,0.268743,0.175313,0.873564,0.375061,0.593921,0.114629,0.829308,0.835295,0.816235,0.076092
0.999288,0.958576,0.642434,0.870348,0.413865,0.176538,0.098636,0.791128,0.010777,0.531193,0.089455,0.792754,0.676936,0.602451,0.093248,0.679062,0.245645,0.324180,0.901724,0.583648,0.749280,0.497321,0.689297,0.105701,0.667920,0.350543
0.936687,0.770726,0.737893,0.468424,0.500595,0.038367,0.773275,0.426388,0.655068,0.499518,0.982619,0.998851,0.182942,0.239627,0.321656,0.268603,0.783371,0.690639,0.913949,0.573806,0.196896,0.245989,0.022482,0.940145,0.384563,0.027162
